id,char
5491,閖
5492,閘
5493,関
5494,閣
5495,閤
5496,閥
5497,閨
5498,閩
5499,閬
5500,閭
5501,閲
5502,閻
5503,閼
5504,閾
5505,闇
5506,闊
5507,闍
5508,闐
5509,闓
5510,闕
5511,闖
5512,闘
5513,關
5514,闡
5515,闢
5516,闥
5517,阜
5518,阪
5519,阮
5520,阯
5521,防
5522,阻
5523,阿
5524,陀
5525,陂
5526,附
5527,陋
5528,陌
5529,降
5530,限
5531,陕
5532,陘
5533,陛
5534,陝
5535,陞
5536,陟
5537,院
5538,陣
5539,除
5540,陥
5541,陪
5542,陰
5543,陳
5544,陵
5545,陶
5546,陷
5547,陸
5548,険
5549,陽
5550,隅
5551,隆
5552,隈
5553,隊
5554,隋
5555,階
5556,随
5557,隔
5558,隕
5559,隗
5560,隘
5561,隙
5562,際
5563,障
5564,隠
5565,隣
5566,隧
5567,隨
5568,隴
5569,隷
5570,隻
5571,隼
5572,雀
5573,雁
5574,雄
5575,雅
5576,集
5577,雇
5578,雉
5579,雌
5580,雍
5581,雎
5582,雑
5583,雒
5584,雕
5585,雖
5586,雙
5587,雛
5588,雜
5589,雞
5590,離
5591,難
5592,雨
5593,雪
5594,雫
5595,雰
5596,雲
5597,零
5598,雷
5599,雹
5600,電
5601,需
5602,霄
5603,霆
5604,震
5605,霊
5606,霍
5607,霑
5608,霓
5609,霖
5610,霜
5611,霞
5612,霧
5613,霰
5614,露
5615,霸
5616,霹
5617,霽
5618,靂
5619,靄
5620,靈
5621,靏
5622,青
5623,靖
5624,静
5625,靚
5626,靜
5627,非
5628,靡
5629,面
5630,革
5631,靫
5632,靭
5633,靱
5634,靳
5635,靴
5636,靺
5637,靼
5638,鞄
5639,鞅
5640,鞆
5641,鞋
5642,鞍
5643,鞏
5644,鞘
5645,鞜
5646,鞠
5647,鞨
5648,鞬
5649,鞭
5650,鞮
5651,鞴
5652,韃
5653,韋
5654,韓
5655,韜
5656,韮
5657,音
5658,韶
5659,韻
5660,響
5661,頁
5662,頂
5663,頃
5664,項
5665,順
5666,須
5667,頊
5668,頌
5669,預
5670,頑
5671,頒
5672,頓
5673,頗
5674,領
5675,頚
5676,頠
5677,頡
5678,頤
5679,頬
5680,頭
5681,頴
5682,頷
5683,頸
5684,頻
5685,頼
5686,頽
5687,顆
5688,題
5689,額
5690,顎
5691,顒
5692,顓
5693,顔
5694,顕
5695,顗
5696,願
5697,顛
5698,類
5699,顥
5700,顧
5701,顯
5702,顰
5703,風
5704,颪
5705,颯
5706,飄
5707,飛
5708,飜
5709,食
5710,飡
5711,飢
5712,飫
5713,飯
5714,飲
5715,飴
5716,飼
5717,飽
5718,飾
5719,餃
5720,餅
5721,餉
5722,養
5723,餌
5724,餐
5725,餓
5726,餘
5727,餞
5728,餡
5729,館
5730,饅
5731,饉
5732,饋
5733,饌
5734,饒
5735,饗
5736,首
5737,馗
5738,香
5739,馥
5740,馨
5741,馬
5742,馮
5743,馳
5744,馴
5745,駁
5746,駄
5747,駅
5748,駆
5749,駈
5750,駐
5751,駒
5752,駕
5753,駙
5754,駝
5755,駢
5756,駱
5757,駿
5758,騎
5759,騏
5760,騒
5761,験
5762,騙
5763,騨
5764,騫
5765,騭
5766,騰
5767,騸
5768,驀
5769,驃
5770,驍
5771,驕
5772,驚
5773,驛
5774,驟
5775,驢
5776,驤
5777,驥
5778,驩
5779,驪
5780,骨
5781,骸
5782,髄
5783,髏
5784,髑
5785,體
5786,高
5787,髙
5788,髠
5789,髢
5790,髣
5791,髦
5792,髪
5793,髭
5794,髯
5795,髴
5796,髷
5797,髻
5798,鬆
5799,鬘
5800,鬚
5801,鬢
5802,鬣
5803,鬨
5804,鬬
5805,鬱
5806,鬲
5807,鬼
5808,魁
5809,魂
5810,魃
5811,魄
5812,魅
5813,魍
5814,魎
5815,魏
5816,魑
5817,魔
5818,魚
5819,魯
5820,鮎
5821,鮑
5822,鮒
5823,鮓
5824,鮨
5825,鮪
5826,鮫
5827,鮭
5828,鮮
5829,鯉
5830,鯏
5831,鯖
5832,鯛
5833,鯨
5834,鯰
5835,鯱
5836,鯵
5837,鰊
5838,鰍
5839,鰐
5840,鰒
5841,鰓
5842,鰕
5843,鰭
5844,鰯
5845,鰹
5846,鰺
5847,鰻
5848,鱈
5849,鱒
5850,鱗
5851,鳥
5852,鳧
5853,鳩
5854,鳰
5855,鳳
5856,鳴
5857,鳶
5858,鴇
5859,鴈
5860,鴉
5861,鴎
5862,鴛
5863,鴦
5864,鴨
5865,鴫
5866,鴬
5867,鴻
5868,鵄
5869,鵜
5870,鵝
5871,鵞
5872,鵠
5873,鵡
5874,鵬
5875,鵯
5876,鵰
5877,鵲
5878,鵺
5879,鶉
5880,鶏
5881,鶚
5882,鶯
5883,鶴
5884,鶻
5885,鷗
5886,鷦
5887,鷯
5888,鷲
5889,鷹
5890,鷺
5891,鸕
5892,鸚
5893,鸞
5894,鹵
5895,鹸
5896,鹹
5897,鹽
5898,鹿
5899,麁
5900,麒
5901,麓
5902,麗
5903,麝
5904,麟
5905,麥
5906,麦
5907,麩
5908,麵
5909,麹
5910,麺
5911,麻
5912,麾
5913,麿
5914,黃
5915,黄
5916,黌
5917,黍
5918,黎
5919,黑
5920,黒
5921,黔
5922,默
5923,黙
5924,黛
5925,點
5926,鼈
5927,鼎
5928,鼓
5929,鼠
5930,鼬
5931,鼻
5932,鼾
5933,齊
5934,齋
5935,齎
5936,齟
5937,齢
5938,齧
5939,齬
5940,齮
5941,齲
5942,龍
5943,龐
5944,龔
5945,龕
5946,龗
5947,龙
5948,龜
5949,가
5950,간
5951,강
5952,개
5953,거
5954,건
5955,검
5956,경
5957,계
5958,고
5959,곡
5960,공
5961,과
5962,관
5963,광
5964,교
5965,구
5966,국
5967,군
5968,권
5969,규
5970,그
5971,글
5972,금
5973,기
5974,길
5975,김
5976,나
5977,낙
5978,남
5979,내
5980,년
5981,노
5982,는
5983,니
5984,다
5985,단
5986,당
5987,대
5988,더
5989,도
5990,독
5991,동
5992,드
5993,들
5994,디
5995,라
5996,랑
5997,래
5998,레
5999,력
6000,로
6001,르
6002,리
6003,립
6004,마
6005,만
6006,말
6007,면
6008,명
6009,몬
6010,무
6011,문
6012,물
6013,미
6014,민
6015,바
6016,박
6017,반
6018,방
6019,배
6020,버
6021,법
6022,베
6023,병
6024,보
6025,부
6026,북
6027,비
6028,빠
6029,사
6030,산
6031,삼
6032,상
6033,새
6034,서
6035,석
6036,선
6037,성
6038,세
6039,소
6040,송
6041,수
6042,순
6043,스
6044,습
6045,승
6046,시
6047,식
6048,신
6049,씨
6050,아
6051,안
6052,야
6053,약
6054,양
6055,어
6056,언
6057,에
6058,여
6059,역
6060,연
6061,영
6062,오
6063,온
6064,와
6065,완
6066,요
6067,용
6068,우
6069,운
6070,울
6071,원
6072,위
6073,유
6074,윤
6075,으
6076,은
6077,을
6078,음
6079,의
6080,이
6081,인
6082,일
6083,자
6084,장
6085,재
6086,전
6087,점
6088,정
6089,제
6090,조
6091,종
6092,주
6093,준
6094,중
6095,지
6096,진
6097,집
6098,차
6099,찬
6100,천
6101,철
6102,총
6103,추
6104,츠
6105,카
6106,코
6107,크
6108,타
6109,태
6110,터
6111,통
6112,트
6113,파
6114,평
6115,포
6116,표
6117,프
6118,피
6119,하
6120,학
6121,한
6122,함
6123,합
6124,항
6125,해
6126,행
6127,허
6128,혁
6129,현
6130,협
6131,호
6132,홍
6133,화
6134,환
6135,황
6136,회
6137,훈
6138,휘
6139,희
6140,﨑
6141,﨟
